customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_total,cluster,avg_order_value,purchase_frequency,cltv,cltv_scaled
15479.0,734,1,1474.0,1,1,1,3,2,1474.0,1,442.2,0.0002372627516204742
14468.0,734,1,2042.4,1,1,1,3,2,2042.4,1,612.72,0.0003306238786686414
13905.0,733,1,3126.5,1,1,1,3,2,3126.5,1,937.9499999999999,0.0005086900254542116
14574.0,733,1,1437.0,1,1,1,3,2,1437.0,1,431.09999999999997,0.00023118540872676873
14003.0,733,1,2094.1,1,1,1,3,2,2094.1,1,628.2299999999999,0.00033911573346876497
18162.0,733,1,3791.6,1,2,2,5,2,3791.6,1,1137.48,0.0006179343702813335
17441.0,733,1,2933.5,1,1,1,3,2,2933.5,1,880.05,0.0004769892909005587
14955.0,733,1,1637.7,1,1,1,3,2,1637.7,1,491.31,0.00026415088761235487
12443.0,733,1,4853.1,1,1,2,4,2,4853.1,1,1455.93,0.0007922884103264241
17178.0,732,1,4367.1,1,1,2,4,2,4367.1,1,1310.13,0.0007124616901550496
15924.0,732,1,1028.2,1,1,1,3,2,1028.2,1,308.46,0.00016403898237685538
15162.0,732,1,3129.0,1,1,1,3,2,3129.0,1,938.6999999999999,0.0005091006567308132
13204.0,732,1,9666.6,1,2,3,6,2,9666.6,1,2899.98,0.001582917870295377
13025.0,732,1,3233.9,1,1,1,3,2,3233.9,1,970.17,0.0005263307450970215
15209.0,731,1,1789.8,1,1,1,3,2,1789.8,1,536.9399999999999,0.00028913369448080355
15302.0,731,1,3080.0,1,1,1,3,2,3080.0,1,924.0,0.0005010522837094196
13114.0,731,1,2343.8,1,1,1,3,2,2343.8,1,703.14,0.0003801295853757449
12487.0,731,1,2853.0,1,1,1,3,2,2853.0,1,855.9,0.0004637669637939833
13498.0,731,1,3273.8,1,1,1,3,2,3273.8,1,982.14,0.000532884420271585
17296.0,731,1,3381.3,1,1,1,3,2,3381.3,1,1014.39,0.000550541565165459
15642.0,730,1,1057.8,1,1,1,3,2,1057.8,1,317.34,0.00016890085669181974
12979.0,730,1,5177.0,1,1,2,4,2,5177.0,1,1553.1,0.0008454897985229429
16901.0,730,1,2042.6,1,1,1,3,2,2042.6,1,612.78,0.0003306567291707696
15085.0,730,1,3475.4,1,1,1,3,2,3475.4,1,1042.62,0.0005659977264167478
16459.0,730,1,717.9,1,1,1,3,2,717.9,1,215.36999999999998,0.0001130714283250498
16663.0,730,1,1650.0,1,1,1,3,2,1650.0,1,495.0,0.0002661711934932354
17487.0,729,1,1605.5,1,1,1,3,2,1605.5,1,481.65,0.0002588619567697247
13087.0,727,1,3136.4,1,1,1,3,2,3136.4,1,940.92,0.0005103161253095544
13768.0,727,2,8759.7,1,2,2,5,2,4379.85,2,2627.9100000000003,0.001433957268395337
17910.0,727,1,2617.0,1,1,1,3,2,2617.0,1,785.1,0.0004250033712827809
17066.0,727,1,2283.4,1,1,1,3,2,2283.4,1,685.02,0.0003702087337330473
17318.0,726,1,1642.8,1,1,1,3,2,1642.8,1,492.84,0.00026498857541662235
15188.0,726,1,3104.3,1,1,1,3,2,3104.3,1,931.29,0.0005050436197179883
14977.0,726,1,319.3,1,1,1,3,2,319.3,1,95.79,4.7600377583671474e-05
14042.0,726,1,4319.8,1,1,2,4,2,4319.8,1,1295.94,0.0007046925464017451
15534.0,726,1,1622.5,1,1,1,3,2,1622.5,1,486.75,0.0002616542494506164
12992.0,726,1,933.5,1,1,1,3,2,933.5,1,280.05,0.0001484842696191822
17012.0,726,1,3841.6,1,1,2,4,2,3841.6,1,1152.48,0.0006261469958133679
16280.0,726,1,2380.5,1,1,1,3,2,2380.5,1,714.15,0.00038615765251625813
16064.0,726,1,1110.0,1,2,1,4,2,1110.0,1,333.0,0.00017747483774726368
15672.0,726,1,453.0,1,1,1,3,2,453.0,1,135.9,6.956093825633149e-05
17067.0,725,3,4545.4,1,2,2,5,2,1515.1333333333332,3,1363.62,0.0007417479128022842
12941.0,725,1,3774.9,1,2,2,5,2,3774.9,1,1132.47,0.000615191353353634
16605.0,725,1,604.8,1,1,1,3,2,604.8,1,181.43999999999997,9.449446937158795e-05
18012.0,724,1,1153.0,1,1,1,3,2,1153.0,1,345.9,0.00018453769570481326
13289.0,724,1,3079.5,1,1,1,3,2,3079.5,1,923.8499999999999,0.0005009701574540992
17833.0,724,1,3423.6,1,1,1,3,2,3423.6,1,1027.08,0.0005574894463655601
16694.0,724,1,983.0,1,1,1,3,2,983.0,1,294.9,0.00015661476889589624
16195.0,724,1,3232.5,1,1,1,3,2,3232.5,1,969.75,0.0005261007915821245
15499.0,724,1,1616.0,1,1,1,3,2,1616.0,1,484.79999999999995,0.0002605866081314519
17103.0,723,1,4243.0,1,1,2,4,2,4243.0,1,1272.8999999999999,0.00069207795358454
18186.0,723,1,3295.8,1,1,1,3,2,3295.8,1,988.74,0.0005364979755056802
14095.0,723,1,29.5,1,1,1,3,2,29.5,1,8.85,0.0
16439.0,723,1,3107.0,1,1,1,3,2,3107.0,1,932.0999999999999,0.0005054871014967181
18201.0,723,1,4475.3,1,1,2,4,2,4475.3,1,1342.59,0.000730233811806372
16908.0,723,1,2525.9,1,1,1,3,2,2525.9,1,757.77,0.0004100399675634142
17927.0,722,1,2940.0,1,1,1,3,2,2940.0,1,882.0,0.0004780569322197232
15409.0,722,1,1312.5,1,1,1,3,2,1312.5,1,393.75,0.00021073597115200306
13847.0,720,1,3107.2,1,1,1,3,2,3107.2,1,932.1599999999999,0.0005055199519988462
13111.0,719,1,3218.8,1,1,1,3,2,3218.8,1,965.64,0.0005238505321863471
14969.0,704,1,9062.3,1,2,3,6,2,9062.3,1,2718.6899999999996,0.0014836600781152089
15324.0,702,1,1402.2,1,1,1,3,2,1402.2,1,420.66,0.0002254694213564728
18115.0,698,1,97.0,1,1,1,3,2,97.0,1,29.099999999999998,1.1087044468246458e-05
13622.0,697,1,6589.5,1,1,2,4,2,6589.5,1,1976.85,0.0010774964698029152
17352.0,697,1,362.5,1,1,1,3,2,362.5,1,108.75,5.46960860433492e-05
17945.0,697,3,3603.5,1,2,2,5,2,1201.1666666666667,3,1081.05,0.00058703847302982
14137.0,696,1,3327.0,1,1,1,3,2,3327.0,1,998.0999999999999,0.0005416226538376695
16304.0,695,1,3816.6,1,2,2,5,2,3816.6,1,1144.98,0.0006220406830473507
12860.0,694,1,554.7,1,1,1,3,2,554.7,1,166.41,8.626541858848949e-05
13907.0,692,1,1368.0,1,1,1,3,2,1368.0,1,410.4,0.00021985198549256125
15413.0,692,5,67987.2,1,3,4,8,2,13597.439999999999,5,20396.16,0.011162222842366704
15375.0,691,1,609.6,1,1,1,3,2,609.6,1,182.88,9.528288142266328e-05
14892.0,691,1,2023.5,1,1,1,3,2,2023.5,1,607.05,0.0003275195062175324
15697.0,690,1,2467.5,1,1,1,3,2,2467.5,1,740.25,0.000400447620941998
13315.0,690,1,3102.6,1,1,1,3,2,3102.6,1,930.78,0.0005047643904498992
16867.0,690,1,767.4,1,1,1,3,2,767.4,1,230.22,0.00012120192760176388
14983.0,690,1,1832.0,1,1,1,3,2,1832.0,1,549.6,0.00029606515042984065
12470.0,690,1,2119.5,1,1,1,3,2,2119.5,1,635.85,0.0003432877472390385
17875.0,689,1,1671.0,1,1,1,3,2,1671.0,1,501.29999999999995,0.0002696204962166898
13457.0,689,2,1482.2,1,2,1,4,2,741.1,2,444.66,0.00023860962220772786
14207.0,688,1,1578.0,1,1,1,3,2,1578.0,1,473.4,0.0002543450127271058
16822.0,687,1,1813.9,1,1,1,3,2,1813.9,1,544.17,0.00029309217998724414
14274.0,687,1,2566.0,1,1,1,3,2,2566.0,1,769.8,0.0004166264932401058
17794.0,687,2,1473.0,1,2,1,4,2,736.5,2,441.9,0.0002370984991098335
14751.0,685,2,1264.5,1,2,1,4,2,632.25,2,379.34999999999997,0.00020285185064125
14070.0,685,1,3265.5,1,1,1,3,2,3265.5,1,979.65,0.0005315211244332673
14879.0,685,1,1850.6,1,1,1,3,2,1850.6,1,555.18,0.0002991202471277574
13036.0,685,1,3071.0,1,1,1,3,2,3071.0,1,921.3,0.0004995740111136534
14519.0,684,2,2060.9,1,2,1,4,2,1030.45,2,618.27,0.00033366255011549415
14376.0,684,1,2154.6,1,1,1,3,2,2154.6,1,646.38,0.00034905301036252664
18199.0,684,1,3447.5,1,1,1,3,2,3447.5,1,1034.25,0.0005614150813698726
16291.0,683,1,1177.2,1,1,1,3,2,1177.2,1,353.16,0.00018851260646231795
12846.0,683,1,155.8,1,1,1,3,2,155.8,1,46.74,2.074509209391893e-05
16047.0,683,1,1071.4,1,1,1,3,2,1071.4,1,321.42,0.0001711346908365331
12404.0,683,1,632.4,1,1,1,3,2,632.4,1,189.72,9.902783866527096e-05
15959.0,683,3,5794.9,1,2,2,5,2,1931.6333333333332,3,1738.4699999999998,0.0009469814248478242
12466.0,683,1,567.3,1,1,1,3,2,567.3,1,170.18999999999997,8.833500022256215e-05
16481.0,683,1,4533.8,1,1,2,4,2,4533.8,1,1360.14,0.0007398425836788523
14380.0,683,1,489.6,1,1,1,3,2,489.6,1,146.88,7.557258014578069e-05
12606.0,683,1,210.0,1,1,1,3,2,210.0,1,63.0,2.9647578170644234e-05
12555.0,683,1,1292.3,1,1,1,3,2,1292.3,1,387.69,0.00020741807043706114
12439.0,683,2,11581.8,1,2,3,6,2,5790.9,2,3474.5399999999995,0.001897494278674423
12570.0,683,1,775.2,1,1,1,3,2,775.2,1,232.56,0.00012248309718476127
16051.0,682,1,1884.4,1,1,1,3,2,1884.4,1,565.32,0.00030467198198741273
12869.0,682,1,3376.7,1,1,1,3,2,3376.7,1,1013.0099999999999,0.0005497860036165117
16137.0,681,1,4227.0,1,1,2,4,2,4227.0,1,1268.1,0.000689449913414289
14613.0,681,1,763.2,1,1,1,3,2,763.2,1,228.96,0.000120512067057073
17982.0,681,1,1381.8,1,1,1,3,2,1381.8,1,414.53999999999996,0.00022211867013940273
14831.0,681,3,16765.7,1,3,3,7,2,5588.566666666667,3,5029.71,0.002748962868584687
16673.0,680,1,1888.3,1,1,1,3,2,1888.3,1,566.49,0.00030531256677891137
16802.0,680,2,5826.1,1,2,2,5,2,2913.05,2,1747.8300000000002,0.0009521061031798138
15487.0,680,1,2313.2,1,1,1,3,2,2313.2,1,693.9599999999999,0.00037510345855013976
15317.0,678,1,1297.5,1,1,1,3,2,1297.5,1,389.25,0.00020827218349239274
15588.0,678,1,5796.0,1,1,2,4,2,5796.0,1,1738.8,0.000947162102609529
15338.0,678,1,2834.3,1,1,1,3,2,2834.3,1,850.2900000000001,0.00046069544184500254
14637.0,678,1,1066.8,1,1,1,3,2,1066.8,1,320.03999999999996,0.00017037912928758592
13392.0,678,1,911.4,1,1,1,3,2,911.4,1,273.41999999999996,0.00014485428913402296
13511.0,677,1,2827.6,1,1,1,3,2,2827.6,1,848.28,0.00045959495002370984
13628.0,677,1,3101.4,1,1,1,3,2,3101.4,1,930.42,0.0005045672874371303
12848.0,676,1,2080.0,1,1,1,3,2,2080.0,1,624.0,0.0003367997730687313
18175.0,676,1,1761.0,1,1,1,3,2,1761.0,1,528.3,0.00028440322217435175
12396.0,675,1,9314.3,1,2,3,6,2,9314.3,1,2794.2899999999995,0.0015250517107966623
14545.0,675,1,3492.5,1,2,2,5,2,3492.5,1,1047.75,0.0005688064443487036
13757.0,675,1,1955.5,1,1,1,3,2,1955.5,1,586.65,0.00031635033549396564
13553.0,675,1,5178.0,1,1,2,4,2,5178.0,1,1553.3999999999999,0.0008456540510335837
14151.0,674,2,6794.5,1,2,2,5,2,3397.25,2,2038.35,0.0011111682344842563
17328.0,674,1,1047.0,1,1,1,3,2,1047.0,1,314.09999999999997,0.0001671269295769003
13009.0,673,1,2340.0,1,1,1,3,2,2340.0,1,702.0,0.00037950542583531024
18267.0,673,1,2693.7,1,1,1,3,2,2693.7,1,808.1099999999999,0.0004376015388489217
13234.0,673,2,3569.5,1,2,2,5,2,1784.75,2,1070.85,0.0005814538876680365
16082.0,671,1,1067.5,1,1,1,3,2,1067.5,1,320.25,0.00017049410604503442
17319.0,670,1,291.0,1,1,1,3,2,291.0,1,87.3,4.2952031532539985e-05
14884.0,670,1,1206.0,1,1,1,3,2,1206.0,1,361.8,0.00019324307876876975
15892.0,670,1,1282.0,1,1,1,3,2,1282.0,1,384.59999999999997,0.00020572626957746204
17294.0,670,2,4677.9,1,2,2,5,2,2338.95,2,1403.37,0.0007635113704621754
18070.0,670,1,3141.0,1,1,1,3,2,3141.0,1,942.3,0.0005110716868585016
16436.0,669,3,3293.4,1,2,1,4,2,1097.8,3,988.0199999999999,0.0005361037694801424
16530.0,669,1,483.5,1,1,1,3,2,483.5,1,145.04999999999998,7.457063983087247e-05
15082.0,669,1,933.5,1,1,1,3,2,933.5,1,280.05,0.0001484842696191822
13119.0,669,1,1349.0,1,1,1,3,2,1349.0,1,404.7,0.00021673118779038818
17810.0,669,2,3748.1,1,2,2,5,2,1874.05,2,1124.4299999999998,0.0006107893860684634
17575.0,668,1,1717.0,1,1,1,3,2,1717.0,1,515.1,0.0002771761117061615
12776.0,668,1,555.0,1,1,1,3,2,555.0,1,166.5,8.63146943416817e-05
17780.0,668,3,3529.1,1,2,2,5,2,1176.3666666666666,3,1058.7299999999998,0.0005748180862381526
15176.0,668,1,9880.4,1,2,3,6,2,9880.4,1,2964.12,0.0016180350570703561
13442.0,668,3,4198.7,1,3,2,6,2,1399.5666666666666,3,1259.61,0.0006848015673631576
16577.0,667,1,3800.0,1,2,2,5,2,3800.0,1,1140.0,0.0006193140913707152
15765.0,667,1,3706.3,1,2,2,5,2,3706.3,1,1111.89,0.0006039236311236827
14190.0,667,1,799.0,1,1,1,3,2,799.0,1,239.7,0.00012639230693800964
14072.0,667,1,3908.5,1,1,2,4,2,3908.5,1,1172.55,0.0006371354887752299
15293.0,666,1,2475.0,1,1,1,3,2,2475.0,1,742.5,0.0004016795147718032
15964.0,664,1,2729.6,1,1,1,3,2,2729.6,1,818.88,0.0004434982039809224
14943.0,664,1,1076.2,1,1,1,3,2,1076.2,1,322.86,0.0001719231028876084
17108.0,664,1,1749.5,1,1,1,3,2,1749.5,1,524.85,0.0002825143183019838
15359.0,663,8,1813.5,1,4,1,6,2,226.6875,8,544.05,0.00029302647898298787
17136.0,663,1,2316.8,1,1,1,3,2,2316.8,1,695.0400000000001,0.00037569476758844635
15371.0,663,1,594.0,1,1,1,3,2,594.0,1,178.2,9.272054225666853e-05
15662.0,662,2,2837.3,1,2,1,4,2,1418.65,2,851.19,0.0004611881993769246
17662.0,662,2,4129.2,1,2,2,5,2,2064.6,2,1238.76,0.0006733860178736298
17778.0,662,1,1977.0,1,1,1,3,2,1977.0,1,593.1,0.0003198817644727404
14989.0,662,1,3424.0,1,1,1,3,2,3424.0,1,1027.2,0.0005575551473698164
14244.0,661,1,3664.2,1,2,2,5,2,3664.2,1,1099.26,0.0005970086004257097
18285.0,661,1,4270.0,1,1,2,4,2,4270.0,1,1281.0,0.0006965127713718387
18153.0,660,1,2462.2,1,1,1,3,2,2462.2,1,738.66,0.0003995770826356024
17721.0,660,1,3072.1,1,1,1,3,2,3072.1,1,921.6299999999999,0.0004997546888753581
15693.0,660,1,375.0,1,1,1,3,2,375.0,1,112.5,5.6749242426357805e-05
14783.0,660,1,3073.0,1,1,1,3,2,3073.0,1,921.9,0.0004999025161349348
13604.0,659,1,7176.2,1,1,2,4,2,7176.2,1,2152.8599999999997,0.0011738634177958069
13191.0,659,1,1646.9,1,1,1,3,2,1646.9,1,494.07,0.0002656620107102492
14602.0,657,1,2053.6,1,1,1,3,2,2053.6,1,616.0799999999999,0.0003324635067878171
15928.0,657,1,2935.3,1,1,1,3,2,2935.3,1,880.59,0.000477284945419712
12416.0,657,1,2025.6,1,1,1,3,2,2025.6,1,607.68,0.00032786443648987786
17195.0,656,1,5629.8,1,1,2,4,2,5629.8,1,1688.94,0.0009198633353410466
17439.0,656,1,3257.4,1,1,1,3,2,3257.4,1,977.22,0.0005301906790970777
14558.0,655,3,6555.0,1,3,2,6,2,2185.0,3,1966.5,0.0010718297581858115
13490.0,655,1,1542.5,1,1,1,3,2,1542.5,1,462.75,0.0002485140485993614
15295.0,655,1,2172.4,1,1,1,3,2,2172.4,1,651.72,0.00035197670505193095
14726.0,655,1,1247.5,1,1,1,3,2,1247.5,1,374.25,0.00020005955796035833
14091.0,655,2,95300.8,1,2,4,7,2,47650.4,2,28590.24,0.01564855021700221
16388.0,654,1,1860.5,1,1,1,3,2,1860.5,1,558.15,0.0003007463469831002
13765.0,654,1,3528.2,1,2,2,5,2,3528.2,1,1058.4599999999998,0.000574670258978576
13944.0,654,1,2004.3,1,1,1,3,2,2004.3,1,601.29,0.00032436585801323117
13469.0,654,1,824.0,1,1,1,3,2,824.0,1,247.2,0.00013049861970402683
14402.0,653,1,2856.0,1,1,1,3,2,2856.0,1,856.8,0.0004642597213259054
16118.0,653,1,43762.5,1,1,4,6,2,43762.5,1,13128.75,0.007183255047849221
17207.0,653,1,3032.2,1,1,1,3,2,3032.2,1,909.66,0.0004932010137007947
17209.0,650,3,6116.0,1,2,2,5,2,2038.6666666666667,3,1834.8,0.0009997229060145492
15477.0,650,1,3684.0,1,2,2,5,2,3684.0,1,1105.2,0.0006002608001363954
15943.0,650,2,2712.9,1,2,1,4,2,1356.45,2,813.87,0.00044075518705322293
18046.0,650,1,1896.3,1,1,1,3,2,1896.3,1,568.89,0.00030662658686403686
16731.0,649,1,1740.5,1,1,1,3,2,1740.5,1,522.15,0.00028103604570621764
17305.0,649,1,21354.6,1,1,3,5,2,21354.6,1,6406.379999999999,0.003502701214663741
14131.0,649,1,1878.7,1,1,1,3,2,1878.7,1,563.61,0.00030373574267676077
17116.0,649,1,3897.8,1,1,2,4,2,3897.8,1,1169.34,0.0006353779869113745
16273.0,649,2,3360.4,1,2,1,4,2,1680.2,2,1008.12,0.0005471086876930685
15927.0,648,1,1233.9,1,1,1,3,2,1233.9,1,370.17,0.00019782572381564498
17638.0,648,2,8424.0,1,2,2,5,2,4212.0,2,2527.2,0.0013788177005732577
18148.0,647,1,1141.0,1,1,1,3,2,1141.0,1,342.3,0.00018256666557712502
15875.0,647,1,1117.2,1,2,1,4,2,1117.2,1,335.16,0.00017865745582387664
18152.0,647,1,4266.9,1,1,2,4,2,4266.9,1,1280.07,0.0006960035885888525
16285.0,647,1,1769.0,1,1,1,3,2,1769.0,1,530.6999999999999,0.00028571724225947724
13793.0,647,1,960.0,1,1,1,3,2,960.0,1,288.0,0.00015283696115116042
13879.0,646,1,3955.0,1,1,2,4,2,3955.0,1,1186.5,0.0006447732305200219
14018.0,646,1,3671.5,1,2,2,5,2,3671.5,1,1101.45,0.0005982076437533868
17577.0,646,2,3487.5,1,2,1,4,2,1743.75,2,1046.25,0.0005679851817955001
15929.0,645,1,5940.0,1,1,2,4,2,5940.0,1,1782.0,0.0009708144641417881
12568.0,645,1,700.0,1,1,1,3,2,700.0,1,210.0,0.0001101313083845815
14369.0,643,2,4691.3,1,2,2,5,2,2345.65,2,1407.39,0.0007657123541047607
18253.0,643,1,3178.8,1,1,1,3,2,3178.8,1,953.64,0.0005172804317607196
16534.0,643,1,6359.0,1,1,2,4,2,6359.0,1,1907.6999999999998,0.0010396362661002365
18029.0,643,1,4337.7,1,1,2,4,2,4337.7,1,1301.31,0.0007076326663422133
15631.0,643,1,5966.7,1,1,2,4,2,5966.7,1,1790.01,0.0009752000061758945
13454.0,642,1,2198.7,1,1,1,3,2,2198.7,1,659.6099999999999,0.00035629654608178096
17488.0,642,1,3365.0,1,1,1,3,2,3365.0,1,1009.5,0.0005478642492420157
16537.0,642,1,233.5,1,1,1,3,2,233.5,1,70.05,3.3507512170700405e-05
12495.0,641,1,3574.0,1,2,2,5,2,3574.0,1,1072.2,0.0005821930239659197
13641.0,641,5,10164.7,1,3,3,7,2,2032.94,5,3049.4100000000003,0.0016647320458455042
17907.0,641,1,2917.6,1,1,1,3,2,2917.6,1,875.28,0.0004743776759813718
15250.0,641,1,600.0,1,1,1,3,2,600.0,1,180.0,9.370605732051266e-05
13413.0,640,6,4294.4,1,3,2,6,2,715.7333333333332,6,1288.32,0.0007005205326314714
15558.0,640,1,2141.3,1,1,1,3,2,2141.3,1,642.39,0.0003468684519710055
12954.0,639,1,1624.5,1,1,1,3,2,1624.5,1,487.34999999999997,0.0002619827544718978
13724.0,638,1,2130.1,1,1,1,3,2,2130.1,1,639.03,0.0003450288238518298
12692.0,638,1,1109.5,1,2,1,4,2,1109.5,1,332.84999999999997,0.0001773927114919433
17065.0,638,2,1947.0,1,2,1,4,2,973.5,2,584.1,0.00031495418915351977
15941.0,638,1,4050.0,1,1,2,4,2,4050.0,1,1215.0,0.0006603772190308873
13688.0,636,1,3755.0,1,2,2,5,2,3755.0,1,1126.5,0.0006119227283918842
16911.0,636,2,2552.5,1,2,1,4,2,1276.25,2,765.75,0.00041440908434645655
13530.0,635,1,4029.8,1,1,2,4,2,4029.8,1,1208.94,0.0006570593183159454
18051.0,635,7,22822.8,1,4,3,8,2,3260.4,7,6846.839999999999,0.0037438567507863995
13543.0,635,2,14396.1,1,2,3,6,2,7198.05,2,4318.83,0.002359750119370512
17568.0,634,1,3827.9,1,2,2,5,2,3827.9,1,1148.37,0.0006238967364175904
14604.0,634,1,1438.6,1,1,1,3,2,1438.6,1,431.58,0.00023144821274379384
12366.0,634,1,5002.4,1,1,2,4,2,5002.4,1,1500.7199999999998,0.0008168113101650787
17933.0,633,1,1146.9,1,1,1,3,2,1146.9,1,344.07,0.00018353575538990508
13902.0,633,5,340952.6,1,3,4,8,2,68190.51999999999,5,102285.77999999998,0.055997475110406425
13612.0,633,1,8182.9,1,1,2,4,2,8182.9,1,2454.87,0.0013392164202577878
17479.0,633,1,3892.6,1,1,2,4,2,3892.6,1,1167.78,0.000634523873856043
18131.0,632,1,2229.6,1,1,1,3,2,2229.6,1,668.88,0.0003613719486605783
18187.0,632,1,7248.9,1,1,2,4,2,7248.9,1,2174.6699999999996,0.0011858045753193847
15496.0,632,1,1461.4,1,1,1,3,2,1461.4,1,438.42,0.00023519316998640155
13128.0,632,1,2635.0,1,1,1,3,2,2635.0,1,790.5,0.0004279599164743133
16508.0,631,1,2488.0,1,1,1,3,2,2488.0,1,746.4,0.0004038147974101321
14832.0,631,1,3226.9,1,1,1,3,2,3226.9,1,968.0699999999999,0.0005251809775225366
15760.0,631,2,139163.4,1,2,4,7,2,69581.7,2,41749.02,0.022853092390230458
16452.0,631,2,3321.7,1,2,1,4,2,1660.85,2,996.5099999999999,0.0005407521155312739
17285.0,629,2,4283.4,1,2,2,5,2,2141.7,2,1285.0199999999998,0.0006987137550144238
17916.0,629,2,438.7,1,2,1,4,2,219.35,2,131.60999999999999,6.721212735416964e-05
16397.0,629,1,1278.8,1,1,1,3,2,1278.8,1,383.64,0.00020520066154341185
12796.0,629,1,3810.0,1,2,2,5,2,3810.0,1,1143.0,0.0006209566164771222
12368.0,629,1,9177.0,1,2,3,6,2,9177.0,1,2753.1,0.0015024998410856961
17587.0,629,1,1816.6,1,1,1,3,2,1816.6,1,544.9799999999999,0.000293535661765974
14928.0,628,1,2239.1,1,1,1,3,2,2239.1,1,671.7299999999999,0.0003629323475116648
12533.0,628,2,13678.9,1,2,3,6,2,6839.45,2,4103.67,0.0022419482187390105
16296.0,627,4,13136.7,1,3,3,7,2,3284.175,4,3941.01,0.0021528905074696294
12918.0,627,1,109535.0,1,1,4,6,2,109535.0,1,32860.5,0.01798655330396389
16970.0,627,1,714.0,1,1,1,3,2,714.0,1,214.2,0.00011243084353355112
14596.0,627,1,2294.7,1,1,1,3,2,2294.7,1,688.41,0.0003720647871032871
16615.0,627,1,2915.0,1,1,1,3,2,2915.0,1,874.5,0.00047395061945370605
13445.0,627,1,2419.0,1,1,1,3,2,2419.0,1,725.6999999999999,0.0003924813741759246
16578.0,627,1,1566.0,1,1,1,3,2,1566.0,1,469.79999999999995,0.0002523739825994175
16002.0,626,1,1692.1,1,1,1,3,2,1692.1,1,507.62999999999994,0.0002730862241912083
13896.0,626,1,3885.5,1,1,2,4,2,3885.5,1,1165.6499999999999,0.000633357681030494
16077.0,626,1,23004.0,1,1,3,5,2,23004.0,1,6901.2,0.0037736193057144925
12742.0,626,1,12015.2,1,1,3,5,2,12015.2,1,3604.56,0.0019686813167860977
17072.0,626,1,2820.5,1,1,1,3,2,2820.5,1,846.15,0.000458428757198161
16741.0,626,1,1730.6,1,1,1,3,2,1730.6,1,519.18,0.0002794099458508748
12663.0,625,2,2394.0,1,2,1,4,2,1197.0,2,718.1999999999999,0.00038837506140990737
13459.0,625,2,11604.1,1,2,3,6,2,5802.05,2,3481.23,0.0019011571096617106
16090.0,625,1,2059.1,1,1,1,3,2,2059.1,1,617.7299999999999,0.0003333668955963409
15698.0,625,1,462.0,1,1,1,3,2,462.0,1,138.6,7.103921085209769e-05
